"Model","File","Line","Page","ID","Severity","Category","Evidence","Why","Fix"
"PAUX","PAUX.md","246","`/sustainability`","SUST-05","Low","Mobile responsiveness","Circular proof badges in the dark panel can compress awkwardly on small screens.","Readability and scanning can drop.","Stack them vertically below 640px."
"PAUX","PAUX.md","252","`/career`","CAREER-01","High","Interaction UX","â€œView Detailsâ€ buttons in `JobCard` have no linked destination or handler on the page.","The primary job CTA does nothing.","Link each card to a JD page/modal."
"PAUX","PAUX.md","253","`/career`","CAREER-02","High","CTA clarity","There is no application flow or form; only email fallback.","Conversion from job interest to application is weak.","Add â€œApply nowâ€ flow with structured submission."
"PAUX","PAUX.md","254","`/career`","CAREER-03","Medium","Content/copy","Roles show only title, department, and location.","Candidates lack enough detail to self-qualify.","Add seniority, employment type, key responsibilities, and reporting line."
"PAUX","PAUX.md","255","`/career`","CAREER-04","Low","Trust/credibility","No culture, team, benefits, or employer proof is present.","Employer brand is underdeveloped.","Add team/culture and benefits proof."
"PAUX","PAUX.md","256","`/career`","CAREER-05","Low","Mobile responsiveness","No filter chips exist for department/location.","Mobile scanning is slower than needed.","Add quick filters above the role list."
"PAUX","PAUX.md","262","`/social`","SOCIAL-01","High","Trust/credibility","Route uses `MOCK_POSTS`; it is not a live social feed.","Users can tell the page is staged.","Connect a real feed or remove the route."
"PAUX","PAUX.md","263","`/social`","SOCIAL-02","High","Content/copy","Captions use emoji-heavy consumer language.","Tone clashes with a premium B2B workspace brand.","Rewrite captions around business outcomes and project context."
"PAUX","PAUX.md","264","`/social`","SOCIAL-03","Medium","Mobile responsiveness","Product CTA reveal is hover-dependent.","Touch users get weaker affordance.","Surface product title and CTA below each tile on mobile."
"PAUX","PAUX.md","265","`/social`","SOCIAL-04","Medium","Merchandising/discovery","If product lookup fails, the card falls back to `/products`.","Buying intent becomes generic and less useful.","Validate each tile against a live PDP before publish."
"PAUX","PAUX.md","266","`/social`","SOCIAL-05","Low","Trust/credibility","No live handle link, post date, likes, or real engagement proof.","Social proof feels synthetic.","Add real profile links and timestamps."
"PAUX","PAUX.md","272","`/tracking`","TRACK-01","Critical","Trust/credibility","Lookup succeeds if the ID starts with `DE`; status is simulated after 1.5 seconds.","This is a fake tracking experience.","Replace with a real order API or remove the route."
"PAUX","PAUX.md","273","`/tracking`","TRACK-02","Critical","Content/copy","Success state uses hardcoded February 2026 dates and a hardcoded product name.","Fake details compound the trust breach.","Render live order data only."
"PAUX","PAUX.md","274","`/tracking`","TRACK-03","High","CTA clarity","Error state only says â€œOrder not found.â€","Users get no recovery path.","Add support contact and order-reference help."
"PAUX","PAUX.md","275","`/tracking`","TRACK-04","Medium","Accessibility/contrast","Input uses placeholder guidance but no visible label.","Accessibility and form clarity are weaker than needed.","Add a persistent label and inline validation."
"PAUX","PAUX.md","276","`/tracking`","TRACK-05","Medium","Trust/credibility","Page looks polished enough to imply production readiness.","The gap between polish and reality is especially damaging.","Replace with a support-status request until live tracking exists."
"PAUX","PAUX.md","282","`/quote-cart`","QC-01","High","CTA clarity","â€œSubmit Quote Requestâ€ is just a link to `/contact`.","Cart intent is not carried into the lead flow.","Embed the form here or serialize cart contents into the contact route."
"PAUX","PAUX.md","283","`/quote-cart`","QC-02","High","Decision support","No per-item notes, finish selections, or project context fields exist.","Users cannot shape the quote properly.","Add line-item notes and brief fields."
"PAUX","PAUX.md","284","`/quote-cart`","QC-03","Medium","Trust/credibility","No response-time or next-step explanation is shown.","Users do not know what happens after selection.","Add quote SLA and deliverable expectations."
"PAUX","PAUX.md","285","`/quote-cart`","QC-04","Medium","Interaction UX","No share/export/email-cart option exists.","Team-based buying is harder than it should be.","Add shareable quote cart or PDF export."
"PAUX","PAUX.md","286","`/quote-cart`","QC-05","Low","Mobile responsiveness","Quantity and remove actions compete inside narrow item cards.","Mobile manipulation is slightly cramped.","Stack controls or move remove into a secondary action."
"PAUX","PAUX.md","292","`/privacy`","PRIV-01","High","Trust/credibility","Privacy copy references `oofpl.com` and generic older legal language.","It does not feel aligned with the current site and consent model.","Rewrite privacy for the current brand, cookies, and form flows."
"PAUX","PAUX.md","293","`/privacy`","PRIV-02","Medium","Content/copy","No effective date, retention table, or subject-rights workflow is shown.","Legal clarity is incomplete.","Add versioning, retention, and data-rights process."
"PAUX","PAUX.md","294","`/privacy`","PRIV-03","Medium","IA/navigation","Dense wall-of-text layout has no internal navigation.","Readability is poor on long legal content.","Add a TOC and anchor links."
"PAUX","PAUX.md","295","`/privacy`","PRIV-04","Low","Consistency/system maturity","Legal typography/layout differs from the newer site UI.","Site system feels split.","Align legal templates with the current design system."
"PAUX","PAUX.md","296","`/privacy`","PRIV-05","Medium","Trust/credibility","Cookie bar names SEO measurement cookies, but privacy page does not mirror those details.","Consent explanation is incomplete.","Reflect actual cookie keys, purposes, and retention on the privacy page."
"PAUX","PAUX.md","302","`/terms`","TERMS-01","High","Content/copy","Terms are very short for a quote, delivery, and support site.","Commercial clarity is insufficient.","Expand into quotations, payment, installation, warranty, liability, disputes, and law."
"PAUX","PAUX.md","303","`/terms`","TERMS-02","Medium","Trust/credibility","No effective date or version is shown.","Legal recency is unclear.","Add effective date/version."
"PAUX","PAUX.md","304","`/terms`","TERMS-03","Medium","IA/navigation","No TOC or scannable structure.","Long-form reading is harder than needed.","Add a contents list and clearer section blocks."
"PAUX","PAUX.md","305","`/terms`","TERMS-04","Low","CTA clarity","No inline links to related policies.","Users must backtrack to understand adjacent terms.","Cross-link refund/privacy/support documents."
"PAUX","PAUX.md","306","`/terms`","TERMS-05","Low","Visual hierarchy","Dense paragraph blocks dominate the page.","Important clauses are easy to miss.","Introduce tables/subheads for key commercial terms."
"PAUX","PAUX.md","312","`/imprint`","IMPRINT-01","High","Trust/credibility","No CIN, GST, registration, or fuller statutory details are shown.","Legal trust is incomplete.","Add full statutory and corporate identifiers."
"PAUX","PAUX.md","313","`/imprint`","IMPRINT-02","Medium","IA/navigation","Footer legal bar links refund/privacy/terms, but not imprint.","A legal page exists without strong surfacing.","Add imprint to the footer legal cluster."
"PAUX","PAUX.md","314","`/imprint`","IMPRINT-03","Low","Interaction UX","Phone and email are plain text.","Contact actions are less usable than they should be.","Make them clickable."
"PAUX","PAUX.md","315","`/imprint`","IMPRINT-04","Low","Content/copy","No office hours or escalation contact is given.","Utility is low for a legal contact page.","Add legal/support contact specifics."
"PAUX","PAUX.md","316","`/imprint`","IMPRINT-05","Low","Consistency/system maturity","Old legal page template differs from the rest of the site.","System maturity appears lower.","Bring legal templates into the current visual system."
"PAUX","PAUX.md","322","`/refund-and-return-policy`","REFUND-01","Medium","Trust/credibility","Address/postcode differs from the contact page.","Inconsistent address data weakens trust.","Standardize the legal/contact address source across all pages."
"PAUX","PAUX.md","323","`/refund-and-return-policy`","REFUND-02","Medium","Content/copy","No effective date or policy version is shown.","Recency is unclear.","Add versioning metadata."
"PAUX","PAUX.md","324","`/refund-and-return-policy`","REFUND-03","Medium","CTA clarity","Policy points users to email/call only; no return request workflow exists.","Operational clarity is weak.","Add return/cancellation initiation flow."
"PAUX","PAUX.md","325","`/refund-and-return-policy`","REFUND-04","Low","Decision support","Policy is not segmented by made-to-order/custom categories.","B2B buyers do not see category-specific treatment.","Add product-type exceptions and process notes."
"PAUX","PAUX.md","326","`/refund-and-return-policy`","REFUND-05","Low","Visual hierarchy","Long card stack lacks a â€œpolicy at a glanceâ€ summary.","Important rules are harder to skim.","Add summary highlights at the top."
"PAUX","PAUX.md","332","`/support-ivr`","IVR-01","High","Trust/credibility","IVR uses `+91 124 403 1666`, unlike contact/service pages.","Conflicting support numbers create doubt.","Centralize support contact data and reuse it across all routes."
"PAUX","PAUX.md","333","`/support-ivr`","IVR-02","Medium","IA/navigation","Many terminal states only show a contact value or generic page link.","Task completion is weak.","Route nodes into specific forms, tracking, or document flows."
"PAUX","PAUX.md","334","`/support-ivr`","IVR-03","Medium","Content/copy","Hours and SLA detail are mostly absent.","Support expectations remain unclear.","Add timings and expected response windows per branch."
"PAUX","PAUX.md","335","`/support-ivr`","IVR-04","Low","Mobile responsiveness","Breadcrumb text can wrap as depth increases.","Context is less legible on small screens.","Collapse older crumbs on mobile."
"PAUX","PAUX.md","336","`/support-ivr`","IVR-05","Low","CTA clarity","No search or â€œtop tasksâ€ shortcuts exist at entry.","Users must browse the tree even for common tasks.","Add shortcut chips for top intents."
"PAUX","PAUX.md","342","`/products/seating`","SEATCAT-01","High","Trust/credibility","Card prices use fixed rupee values from generic price buckets.","â€œStarting fromâ€ can be misleading without real model pricing.","Change to â€œPrice bandâ€ or real quote ranges."
"PAUX","PAUX.md","343","`/products/seating`","SEATCAT-02","Medium","Decision support","Series filtering is removed for seating, but no alternative decision path explains the taxonomy.","Narrowing remains weaker than it should be.","Replace with use-case filters like task, executive, visitor, cafe."
"PAUX","PAUX.md","344","`/products/seating`","SEATCAT-03","Medium","Mobile responsiveness","Filter drawer, compare dock, AI/chat, and WhatsApp can coexist on screen.","Mobile catalog browsing becomes crowded.","Suppress fixed helpers while filtering/comparing."
"PAUX","PAUX.md","345","`/products/seating`","SEATCAT-04","Medium","Decision support","Toolbar lacks lead-time, ergonomic, or certification chips above the grid.","Buyers must open PDPs sooner than necessary.","Surface high-value decision chips in the toolbar."
"PAUX","PAUX.md","346","`/products/seating`","SEATCAT-05","Low","Merchandising/discovery","Grid lacks curated picks or â€œbest forâ€ guidance.","Large seating catalog feels flatter than it should.","Add editorâ€™s picks and use-case badges."
"PAUX","PAUX.md","352","`/products/workstations`","WORKCAT-01","High","Trust/credibility","Bucket-to-price mapping is shown as concrete â€œstarting fromâ€ pricing.","Workstation pricing is too layout-dependent for this treatment.","Replace with quote-range messaging tied to quantity/layout."
"PAUX","PAUX.md","353","`/products/workstations`","WORKCAT-02","High","CTA clarity","Workstations page does not foreground the configurator or planning tools.","Users planning layout-heavy systems are not steered to the best next step.","Add top-of-page configurator and planning CTAs."
"PAUX","PAUX.md","354","`/products/workstations`","WORKCAT-03","Medium","Decision support","Filters lack team size, sit-stand, cable management, and layout attributes.","Shortlisting is weaker than the category warrants.","Add workstation-specific facets."
"PAUX","PAUX.md","355","`/products/workstations`","WORKCAT-04","Medium","Mobile responsiveness","Fixed compare/chat/WhatsApp layers reduce visible product area on mobile.","Browsing becomes visually noisy.","Collapse helpers into one launcher while on catalog pages."
"PAUX","PAUX.md","356","`/products/workstations`","WORKCAT-05","Low","Content/copy","No benchmark layouts or bundle examples are shown.","Users do not get planning context early enough.","Add layout presets and bundled examples."
"PAUX","PAUX.md","362","`/products/tables`","TABLECAT-01","High","Trust/credibility","Generic â€œstarting fromâ€ prices appear on size-dependent table products.","Pricing cue is not credible enough.","Show price bands or â€œquoted by size/capacity.â€"
"PAUX","PAUX.md","363","`/products/tables`","TABLECAT-02","High","Decision support","No filters for capacity, shape, or top size.","Core table buying criteria are missing.","Add capacity/shape/size filters."
"PAUX","PAUX.md","364","`/products/tables`","TABLECAT-03","Medium","IA/navigation","Footer labels this area â€œMeeting Roomsâ€ while the route/category is â€œTables.â€","Naming drift adds taxonomy friction.","Standardize labels sitewide."
"PAUX","PAUX.md","365","`/products/tables`","TABLECAT-04","Medium","Mobile responsiveness","Fixed compare/chat/WhatsApp layers can obstruct lower-card controls.","Action density is too high on small screens.","Suppress fixed helpers when compare is visible."
"PAUX","PAUX.md","366","`/products/tables`","TABLECAT-05","Low","Decision support","No room-size or seat-capacity guidance appears on the category page.","Buyers must infer suitability from thumbnails.","Add capacity selector and quick room-fit guidance."
"PAUX","PAUX.md","372","`/products/seating/oando-seating--fluid-x`","FLUIDX-01","High","Decision support","PDP relies on generic spec rows and fallback text rather than chair-specific ergonomic data.","Users cannot evaluate fit confidently.","Add seat-height, support, mechanism, materials, and finish data."
"PAUX","PAUX.md","373","`/products/seating/oando-seating--fluid-x`","FLUIDX-02","High","CTA clarity","â€œRequest Quoteâ€ and â€œBook a Consultationâ€ both go to `/contact`.","Two CTAs act like one.","Differentiate destinations or collapse to one primary CTA."
"PAUX","PAUX.md","374","`/products/seating/oando-seating--fluid-x`","FLUIDX-03","High","Trust/credibility","Reviews are local-only and start empty.","The review section is not believable as live proof.","Remove until a real moderated review system exists."
"PAUX","PAUX.md","375","`/products/seating/oando-seating--fluid-x`","FLUIDX-04","Medium","Decision support","No finish or upholstery options are exposed on-page.","Choice depth is hidden.","Add finish swatches and lead-time notes."
"PAUX","PAUX.md","376","`/products/seating/oando-seating--fluid-x`","FLUIDX-05","Medium","Mobile responsiveness","Sticky breadcrumb plus multiple floating launchers reduce usable vertical space.","PDP scanning is harder on mobile.","Minimize persistent chrome on PDPs."
"PAUX","PAUX.md","382","`/products/seating/oando-seating--spino`","SPINO-01","High","Decision support","PDP does not explain use case such as task, visitor, or conference seating.","Buyers cannot quickly classify fit.","Add use-case matrix and ergonomic intent."
"PAUX","PAUX.md","383","`/products/seating/oando-seating--spino`","SPINO-02","High","CTA clarity","Both main CTAs route to the same contact page.","Reduces action clarity.","Differentiate or simplify CTA stack."
"PAUX","PAUX.md","384","`/products/seating/oando-seating--spino`","SPINO-03","High","Trust/credibility","Review widget is non-persistent/local-only.","Trust signal is weak or misleading.","Remove or replace with verified proof."
"PAUX","PAUX.md","385","`/products/seating/oando-seating--spino`","SPINO-04","Medium","Decision support","No finish/material selector is visible.","Users cannot compare this model against alternatives effectively.","Add finish swatches and related-model comparison."
"PAUX","PAUX.md","386","`/products/seating/oando-seating--spino`","SPINO-05","Low","Interaction UX","Share actions offer no completion feedback.","Utility feels unfinished.","Add toast/status message for copy/share."
"PAUX","PAUX.md","392","`/products/workstations/oando-workstations--deskpro`","DESKPRO-01","High","Decision support","PDP keeps generic fallback specs instead of module, layout, cable, and screen logic.","Workstation evaluation remains shallow.","Add workstation-specific module/spec matrix."
"PAUX","PAUX.md","393","`/products/workstations/oando-workstations--deskpro`","DESKPRO-02","High","CTA clarity","Configurator is not in the primary CTA stack.","High-fit next step is hidden.","Add â€œConfigure this systemâ€ CTA beside quote CTA."
"PAUX","PAUX.md","394","`/products/workstations/oando-workstations--deskpro`","DESKPRO-03","High","Trust/credibility","Review system is local-only.","Proof is weak and non-persistent.","Remove or replace with verified proof."
"PAUX","PAUX.md","395","`/products/workstations/oando-workstations--deskpro`","DESKPRO-04","Medium","Decision support","3D area can degrade into an â€œunavailableâ€ notice with no substitute asset strategy.","Decision support becomes inconsistent by product.","Add model availability logic and alternate drawings/spec sheets."
"PAUX","PAUX.md","396","`/products/workstations/oando-workstations--deskpro`","DESKPRO-05","Medium","Mobile responsiveness","Gallery-first mobile flow pushes key specs and next-step tools lower.","Decision-critical information arrives late.","Add a compact mobile quick-spec strip above CTA."
"PAUX","PAUX.md","402","`/products/workstations/oando-workstations--curvivo`","CURVIVO-01","High","Decision support","PDP lacks capacity, footprint, and configuration logic expected for workstations.","Buyers still need off-page clarification.","Add footprint/capacity matrix and module options."
"PAUX","PAUX.md","403","`/products/workstations/oando-workstations--curvivo`","CURVIVO-02","High","CTA clarity","No deep link into a relevant configurator preset exists.","The best next step is not integrated.","Pre-fill configurator by series/model."
"PAUX","PAUX.md","404","`/products/workstations/oando-workstations--curvivo`","CURVIVO-03","High","Trust/credibility","Review section is local-only.","Trust signal is non-credible.","Remove or replace with verified proof."
"PAUX","PAUX.md","405","`/products/workstations/oando-workstations--curvivo`","CURVIVO-04","Medium","Merchandising/discovery","No related alternatives are shown despite deep workstation inventory.","Cross-sell and self-selection are weaker.","Add related-model module."
"PAUX","PAUX.md","406","`/products/workstations/oando-workstations--curvivo`","CURVIVO-05","Low","Interaction UX","Share controls do not confirm action completion.","Utility feels unfinished.","Add copy/share feedback."
"PAUX","PAUX.md","412","`/products/tables/oando-tables--exquisite`","EXQ-01","High","Decision support","Table PDP does not state seating capacity, shape, or room type fit.","Core decision variables are missing.","Add capacity/shape/room-fit table."
"PAUX","PAUX.md","413","`/products/tables/oando-tables--exquisite`","EXQ-02","High","CTA clarity","â€œRequest Quoteâ€ and â€œBook a Consultationâ€ both lead to `/contact`.","CTA hierarchy is diluted.","Split by intent or simplify to one primary CTA."
"PAUX","PAUX.md","414","`/products/tables/oando-tables--exquisite`","EXQ-03","High","Trust/credibility","Reviews are not verified/persistent.","Proof block is not credible.","Remove or replace with verified case/testimonial proof."
"PAUX","PAUX.md","415","`/products/tables/oando-tables--exquisite`","EXQ-04","Medium","Decision support","No tabletop/base/finish options are exposed.","Product depth feels thin.","Add configuration gallery and swatches."
"PAUX","PAUX.md","416","`/products/tables/oando-tables--exquisite`","EXQ-05","Medium","Mobile responsiveness","Key factual data sits below gallery and CTA layers.","Mobile users must scroll too far for the data that matters.","Add a quick-facts panel above the CTA stack."
"PAUX","PAUX.md","422","`/products/tables/oando-tables--apex`","APEX-01","High","Decision support","PDP omits seating capacity, cutout/cable logic, and conference-use guidance.","Buyers cannot assess suitability.","Add capacity and meeting-use spec matrix."
"PAUX","PAUX.md","423","`/products/tables/oando-tables--apex`","APEX-02","High","CTA clarity","Duplicate contact CTAs collapse into the same action.","Choice architecture is weaker than it should be.","Differentiate or reduce the CTA stack."
"PAUX","PAUX.md","424","`/products/tables/oando-tables--apex`","APEX-03","High","Trust/credibility","Review block is local-only.","Review proof is not trustworthy.","Remove or replace with real proof."
"PAUX","PAUX.md","425","`/products/tables/oando-tables--apex`","APEX-04","Medium","Decision support","No tech sheet or drawing link is offered for a spec-heavy product type.","Purchase-readiness is lower.","Add downloadable cut sheet or CAD/tech PDF."
"PAUX","PAUX.md","426","`/products/tables/oando-tables--apex`","APEX-05","Low","Mobile responsiveness","Technical facts appear too low in the page order for mobile scanning.","Users have to work too hard before shortlisting.","Move key facts above the main CTA block on mobile."
"PAUX","PAUX.md","432","`/solutions/seating`","SOLSEAT-01","High","IA/navigation","Page is only a centered H1 and one description line.","It feels unfinished relative to the rest of the site.","Build a full solution landing template or redirect until it exists."
"PAUX","PAUX.md","433","`/solutions/seating`","SOLSEAT-02","High","Merchandising/discovery","No seating products or sub-solutions are linked.","Users cannot continue.","Add curated seating modules/cards."
"PAUX","PAUX.md","434","`/solutions/seating`","SOLSEAT-03","Medium","CTA clarity","No CTA exists.","There is no conversion path.","Add contact, product, and planning CTAs."
"PAUX","PAUX.md","435","`/solutions/seating`","SOLSEAT-04","Medium","Trust/credibility","No stats, imagery, or proof are shown.","Route adds no trust.","Add relevant case studies and proof bands."
"PAUX","PAUX.md","436","`/solutions/seating`","SOLSEAT-05","Medium","Mobile responsiveness","Near-empty route reads like a broken page on mobile.","Confidence drops immediately.","Add content depth or redirect to a richer route."
"PAUX","PAUX.md","442","`/solutions/workstations`","SOLWORK-01","High","IA/navigation","Same placeholder structure as `/solutions/seating`.","Route quality is far below the main solution hub.","Build a real workstation solution page or redirect."
"PAUX","PAUX.md","443","`/solutions/workstations`","SOLWORK-02","High","CTA clarity","No link to the workstation configurator appears here.","The most logical next step is missing.","Add a dominant configurator CTA."
"PAUX","PAUX.md","444","`/solutions/workstations`","SOLWORK-03","Medium","Merchandising/discovery","No workstation models or bundles are surfaced.","Discovery stops immediately.","Add curated workstation modules and use cases."
"PAUX","PAUX.md","445","`/solutions/workstations`","SOLWORK-04","Medium","Trust/credibility","No project proof or performance claims are shown.","Workstation solution authority is weak.","Add case studies and KPI proof."
"PAUX","PAUX.md","446","`/solutions/workstations`","SOLWORK-05","Medium","Mobile responsiveness","Bare text layout reads as incomplete on mobile.","Users may assume the route is broken.","Redirect to `/configurator` or enrich the route."
"SONNET","Sonnet.md","77","/ (renameit.netlify.app â€” Redesign/Staging)","A-H-01","Critical","Trust/credibility","Stat block shows labels (""Organisations served"", ""Projects delivered"", ""18+ Sectors served"", ""Product lines"") with no visible numeric values â€” numbers did not render in page scrape","Users see empty trust metrics; destroys credibility at first scroll","Audit data-binding; ensure stats hydrate server-side or are hard-coded fallbacks; add `loading=""eager""` to stat counter script"
"SONNET","Sonnet.md","78","/ (renameit.netlify.app â€” Redesign/Staging)","A-H-02","High","CTA clarity","Dual entry-point copy at bottom of page: ""Guided planner"" and ""AI chatbot"" presented as equal weight with no hierarchy","Decision paralysis; users don't know which path to take; no B2B buyer defaults to chatbot","Make ""Guided planner"" the primary CTA (filled button); demote ""AI chatbot"" to secondary link; add a 1-line differentiator per option"
"SONNET","Sonnet.md","79","/ (renameit.netlify.app â€” Redesign/Staging)","A-H-03","High","Content/copy","Hero headline block has no visible segment headline in retrieved content â€” only feature-level copy (""Ergonomic seating, modular workstationsâ€¦"") visible above the fold","Hero must answer ""is this for me?"" in under 3 seconds; feature list fails this test for procurement/facilities buyers","Add a single outcome-led headline: ""Furnish your office on spec, on time, with zero procurement risk."""
"SONNET","Sonnet.md","80","/ (renameit.netlify.app â€” Redesign/Staging)","A-H-04","High","Content/copy","""Trusted at a glance"" section headline is generic and self-referential; provides no buyer orientation","Wastes prime social-proof real estate; doesn't tell visitor *why* these clients matter","Replace with outcome: ""120+ organizations trust us to deliver on time â€” from DMRC to Tata Steel."""
"SONNET","Sonnet.md","81","/ (renameit.netlify.app â€” Redesign/Staging)","A-H-05","Medium","IA/navigation","""Partner Profile"" CTA in AFC India block has no destination context; users cannot predict where it leads","Ambiguous links reduce clicks and create trust friction","Rename to ""About AFC India â€” Our Manufacturing Partner"" or embed a 2-line explainer inline instead"
"SONNET","Sonnet.md","82","/ (renameit.netlify.app â€” Redesign/Staging)","A-H-06","Medium","Interaction UX","""Swipe to browse categories"" instruction text visible in scrape â€” this is a mobile touch affordance shown presumably across all screen sizes","On desktop this instruction is noise; erodes UI professionalism","Conditionally render this label via CSS `@media (pointer: coarse)` only"
"SONNET","Sonnet.md","83","/ (renameit.netlify.app â€” Redesign/Staging)","A-H-07","Medium","Trust/credibility","Cookie consent copy reads ""optional SEO measurement cookies (landing page, referrer, and UTM attribution)"" â€” non-standard GDPR categorization (UTM tracking is analytics/marketing, not SEO)","If audited by a privacy regulator or enterprise IT procurement team, this mislabeling creates compliance exposure","Reclassify as ""Analytics & attribution cookies"" and link to /privacy for full detail"
"SONNET","Sonnet.md","84","/ (renameit.netlify.app â€” Redesign/Staging)","A-H-08","Medium","Merchandising/discovery","""Swipe to browse categories"" carousel shows only 4 product lines at homepage level with no visible product count per category","Buyers can't gauge breadth of offering; category depth is invisible","Add a sub-label per category card: e.g., ""Chairs â€” 12 models"""
"SONNET","Sonnet.md","85","/ (renameit.netlify.app â€” Redesign/Staging)","A-H-09","Low","Visual hierarchy","""How we work"" 4-step section uses plain numbered steps with no timeline, estimated duration, or output deliverable named","B2B buyers evaluating procurement timelines need to see ""Step 2: BOQ in 3 days"" not just ""Design and validate""","Add a 1-line deliverable + typical SLA per step"
"SONNET","Sonnet.md","86","/ (renameit.netlify.app â€” Redesign/Staging)","A-H-10","Low","Content/copy","""Recent deliveries"" section shows only 2 projects (DMRC, Titan) with label ""Project"" repeated twice â€” no sector, city, or scope visible","Weakens the portfolio teaser; ""Project"" label adds zero context","Show: client name + city + scope summary (e.g., ""DMRC â€” Delhi â€” 1,200 workstations"")"
"SONNET","Sonnet.md","94","/ (oando.co.in â€” Current Production)","B-H-01","Critical","CTA clarity","Hero carousel has 4 slides each with identical CTAs: ""Explore Products"" + ""Contact Us"" â€” no CTA varies by segment (Government, Corporate, Retail)","Zero segment personalization; a government procurement officer and a corporate FM see the same generic path","Set segment-specific primary CTAs: Slide 1 â†’ ""View Government Case Studies""; Slide 2 â†’ ""Request Corporate Quote""; Slide 3 â†’ ""Schedule Showroom Visit"""
"SONNET","Sonnet.md","95","/ (oando.co.in â€” Current Production)","B-H-02","Critical","IA/navigation","Title tag inconsistency: `oando.co.in` renders ""One and Only Furniture"" while `www.oando.co.in` renders ""OFFICE FURNITURE \","One and Only Furniture"" â€” two different canonical entries for the same homepage","Google may index both; duplicate content dilutes SEO equity and confuses users in browser history/tabs"
"SONNET","Sonnet.md","96","/ (oando.co.in â€” Current Production)","B-H-03","High","Interaction UX","Auto-rotating hero carousel is confirmed by 4 distinct slide headlines present in scrape â€” a pattern with documented 1â€“3% engagement rates vs. static heroes","Users on mobile miss segments they care about; carousel delays first meaningful CTA interaction","Replace carousel with a segmented hero split: 3-column segment selector (Government / Corporate / Design-led) with single static image"
"SONNET","Sonnet.md","97","/ (oando.co.in â€” Current Production)","B-H-04","High","Trust/credibility","Stats shown: 14 years experience, 120 corporate clients, 251 projects, 20 locations â€” but client list includes DMRC, Titan, Tata, HDFC, L&T, NTPC; 251 projects for 120 clients over 14 years implies ~18 projects/year which feels under-stated","Stats undermine rather than reinforce credibility when visitors can intuit the math","Audit actual project count; if higher, update immediately; add ""â‚¹XX Cr+ of delivered projects"" if available as a stronger B2B proof point"
"SONNET","Sonnet.md","98","/ (oando.co.in â€” Current Production)","B-H-05","High","IA/navigation","""Official Strategic Partnership â€” Authorized Franchise Partner"" section for AFC India placed immediately below hero, interrupting buyer's product discovery flow","Vendor branding before product discovery is a B2B conversion anti-pattern; buyers want to see solutions, not org chart","Move AFC India block to /about or footer; replace with a product category grid"
"SONNET","Sonnet.md","99","/ (oando.co.in â€” Current Production)","B-H-06","Medium","Visual hierarchy","""View Full Gallery"" CTA appears twice within a short scroll distance â€” once inside the gallery preview and once immediately after","Redundant CTAs dilute each other's click weight and indicate lack of IA planning","Keep one gallery CTA positioned after the 3-image preview; remove the inline repetition"
"SONNET","Sonnet.md","100","/ (oando.co.in â€” Current Production)","B-H-07","Medium","Content/copy","Process steps labeled 01â€“04 with no timeline indicators or output deliverables (""Consultation,"" ""Space Planning,"" ""Selection,"" ""Installation"") â€” generic for B2B procurement","Enterprise buyers need to know: how many days per step? What documents are produced?","Add estimated duration and key deliverable to each step (e.g., ""01 Consultation â€” 1 day â€” Signed requirement brief"")"
"SONNET","Sonnet.md","101","/ (oando.co.in â€” Current Production)","B-H-08","Medium","Merchandising/discovery","Homepage product section names 4 categories (Chairs, Workstations, Tables, Soft Seating) with marketing copy only â€” no product counts, models, or lead times","Buyers who already know what they need have no path to skip to a specific product","Add ""See all 12 chairs â†’"" count-linked CTAs to each category block"
"SONNET","Sonnet.md","102","/ (oando.co.in â€” Current Production)","B-H-09","Low","Content/copy","Hero slide 4 reads ""GLOBAL STANDARDS â€” World-Class Interiors"" with CTA ""Explore Products"" â€” ""global standards"" is an unverified claim with no linked certification badges","Unsubstantiated superlatives erode credibility with procurement/legal reviewers","Replace with specific standard: ""BIFMA Certified â€” Internationally Tested"" and link to /sustainability or /downloads"
"SONNET","Sonnet.md","103","/ (oando.co.in â€” Current Production)","B-H-10","Low","Accessibility/contrast","4-slide auto-advancing carousel with no visible pause control referenced in content â€” WCAG 2.2.2 requires ability to pause, stop, or hide moving content","Accessibility compliance risk; also a legal exposure for government tender eligibility (GIGW compliance required for government-facing sites in India)","Add a visible pause button to the carousel; ensure keyboard navigation between slides"
"SONNET","Sonnet.md","111","Header / Navigation System (Both Builds â€” Partial)","N-01","High","IA/navigation","Nav structure inferred: ""Guided planner"" and ""AI chatbot"" are co-equal nav-level entries alongside product/company links â€” mixing utility tools with IA categories","Utility tools should live in a persistent help layer (sticky bottom bar or header icon), not compete with category nav","Move chatbot/planner to a floating action button (FAB) pattern; keep main nav for product categories and company pages"
"SONNET","Sonnet.md","112","Header / Navigation System (Both Builds â€” Partial)","N-02","High","CTA clarity","No phone number or ""Request Quote"" button visible in header area from retrieved content","B2B buyers need immediate human contact access; absence of a phone in header is a proven conversion reducer","Pin phone number and ""Request Quote"" button in the header persistent bar"
"SONNET","Sonnet.md","113","Header / Navigation System (Both Builds â€” Partial)","N-03","Medium","Mobile responsiveness","Dual chatbot/planner CTA block appears at bottom of homepage scroll â€” no evidence of a sticky/persistent mobile CTA bar","On mobile, first CTA encounter is buried below the fold","Add a sticky bottom bar on mobile: ""Get Quote"" + ""Chat with us"""
